Base ID:,National ID:,Unlic. ID:,Unl. Nat. ID:,Nationality:,,Deprecated nat.:,,Full real name:,Proposed in-game name:,Date of birth:,Soccerway:,Name in home country or alternative:,Real name in-game:,Real name in-game (japanese):,Real name in-game (chinese):,License status:,Adaptability:,Look-alike name:,Look-alike name (japansese):,Fake name:,Fake name (japanese),Fake name (chinese):,PES 2021:,PES 2020:,PES 2019:,PES 2018:,PES 2017:,PES 2016:,PES 2015:
101876,232948,364020,495092,128,Panamanian,‒,‒,Julio César Dely Valdés,D. VALDÉS,3/12/1967,191528,,,,,FALSE,70,,,S. AMOROS,サルバ アモロス,萨尔瓦·阿莫罗斯,,PES2020,,,,,
101877,232949,364021,495093,224,Dutch,‒,‒,Erwin Koeman,E. KOEMAN,9/20/1961,132268,,,,,FALSE,70,,,J. DE VOS,ユリアーン デ フォス,于里安·德福斯,PES2021,PES2020,,,,,
101878,232950,364022,495094,152,Uruguayan,‒,‒,Fabián Coito Machado,F. COITO,3/17/1967,181042,,,,,FALSE,69,,,G. LANDALUZE,ヘルマン ランダルセ,赫尔曼·兰达尔塞,PES2021,PES2020,,,,,
101879,232951,364023,495095,191,Albanian,‒,‒,Ervin Bulku,,3/3/1981,36951,,E. BULKU,エルヴィン ブルク,埃尔温·布尔库,TRUE,68,,,,,,,PES2020,,,,,
101880,232952,364024,495096,213,Icelandic,‒,‒,Helgi Kolviðsson,,9/13/1971,195236,,H. KOLVIÐSSON,ヘルギ コルヴィズソン,海尔吉·科尔维兹松,TRUE,69,,,,,,PES2021,PES2020,,,,,
101881,232953,364025,495097,303,Serbian,‒,‒,Slaviša Stojanovič,,12/6/1969,215027,Славиша Стојанович,S. STOJANOVIČ,スラヴィシャ スタンコヴィッチ,斯拉维沙·斯托亚诺维奇,TRUE,72,,,,,,PES2021,PES2020,,,,,
101882,232954,364026,495098,219,Lithuanian,‒,‒,Valdas Urbonas,,11/29/1967,124182,,V. URBONAS,ヴァルダス ウルボナス,瓦尔达斯·乌博纳斯,TRUE,72,,,,,,PES2021,PES2020,,,,,
101883,232955,364027,495099,31,Saudi,‒,‒,Youssef Anbar,Y. ANBAR,7/1/1961,595642,سلطان عمر يويه,,,,FALSE,68,,,V. RIAZ,ヴァファ リアズ,瓦法·里亚兹,,PES2020,,,,,
101884,232956,364028,495100,235,Slovene,‒,‒,Matjaž Kek,,9/9/1961,130159,,M. KEK,マティアジュ ケク,马佳日·克克,TRUE,73,,,,,,PES2021,PES2020,,,,,
101885,232957,364029,495101,202,Czech,‒,‒,Michal Bílek,,4/13/1965,150019,,M. BÍLEK,ミハル ビレク,米卡尔·比莱克,TRUE,71,,,,,,PES2021,PES2020,,,,,
101887,232959,364031,495103,148,Colombian,‒,‒,Eduardo 'El Abuelo' Cruz Rodríguez,EDUARDO CRUZ,6/18/1966,214425,,,,,FALSE,67,,,"F. PUJOL
P. MUSTAFA","フレデリコ プホル
パウ ムスタファ",弗雷德里科·普霍尔,,PES2020,PES2019,,,,
101888,232960,364032,495104,224,Dutch,‒,‒,André Hoekstra,A. HOEKSTRA,4/5/1962,349507,,,,,FALSE,71,,,S. VERMEULEN,スヤンク フェルメウレン,,,,PES2019,,,,
101889,232961,364033,495105,204,English,‒,‒,John Mark Eustace,J. EUSTACE,11/3/1979,15461,,,,,FALSE,67,,,"R. KUMPEL
G. BRITTON","ルーファス カンペル
ジェリー ブリットン",,,PES2020,PES2019,,,,
101892,232964,364036,495108,148,Colombian,‒,‒,Harold Rivera Roa,,7/6/1970,290460,,H. RIVERA,アロルド リベラ,哈罗德·里韦拉,TRUE,66,,,K. ALARZA,キリアン アラーサ,基里安·阿拉萨,PES2021,PES2020,,,,,
101893,232965,364037,495109,146,Brazilian,‒,‒,Rogério Zimmermann,R. ZIMMERMANN,6/10/1965,168650,,,,,FALSE,65,,,O. TRENTINI,オルランド トレンチーニ,奥兰多·特伦蒂尼,,PES2020,,,,,
101894,232966,364038,495110,144,Argentine,‒,‒,Patricio Andrés Graff,P. GRAFF,11/18/1975,55719,,,,,FALSE,66,,,O. RIMONTE,オスカル リモンテ,奥斯卡·里蒙特,PES2021,PES2020,,,,,
101895,232967,364039,495111,236,Spanish,‒,‒,Manuel Alfredo Mosquera Bastida,MANUEL,8/10/1968,598087,,,,,FALSE,64,,,F. PELEGRI,フォンシ ペレグリ,丰西·佩莱格里,PES2021,PES2020,,,,,
101897,232969,364041,495113,238,Swiss,‒,‒,Alain Geiger,,11/5/1960,151940,,A. GEIGER,アラン ガイガー,阿兰·盖格尔,TRUE,69,,,,,,PES2021,PES2020,,,,,
101898,232970,364042,495114,147,Chilean,‒,‒,Gustavo Ernesto Huerta Araya,G. HUERTA,10/15/1957,172040,,,,,FALSE,69,,,R. VALES,ロルダン バレス,罗尔丹·巴莱斯,PES2021,PES2020,,,,,
101899,232971,364043,495115,197,Belgian,‒,‒,Wouter Vrancken,,2/3/1979,244413,,W. VRANCKEN,"ワウテル ヴランケン
ワウテル フランケン",沃特·弗兰肯,TRUE,68,,,,,,PES2021,PES2020,,,,,
101900,232972,364044,495116,232,Scottish,‒,‒,Steveν 'Stevie' Ferguson,,5/18/1977,48847,,S. FERGUSON,スティーヴィー ファーガソン,史蒂维·弗格森,TRUE,68,,,,,,PES2021,PES2020,,,,,
101901,232973,364045,495117,146,Brazilian,‒,‒,Roberto Teixeira da Fonseca,R. FONSECA,6/3/1962,129822,,,,,FALSE,68,,,M. TENDLER,マイン テンドレル,梅因·滕德勒,,PES2020,,,,,
101902,232974,364046,495118,224,Dutch,‒,‒,Johnny Jansen,J. JANSEN,3/2/1975,349511,,,,,FALSE,71,,,"D. MAAS
R. GERRITSEN","ダエン マース
レイナウト ヘリツセン",丹恩·马斯,PES2021,PES2020,PES2019,,,,
101904,232976,364048,495120,146,Brazilian,‒,‒,Rodrigo Marques de Santana,R. SANTANA,5/29/1982,350707,,,,,FALSE,66,,,C. DINIZ,カルロス ジニス,卡洛斯·迪尼斯,PES2021,PES2020,,,,,
101905,232977,364049,495121,144,Argentine,‒,‒,Julio César Constantin,,9/14/1961,605768,,J. CONSTANTÍN,フリオ コンスタンティン,,TRUE,69,,,,,,,,PES2019,,,,
101906,232978,364050,495122,146,Brazilian,‒,‒,Eduardo de Souza Barroca,,4/22/1982,296581,,EDUARDO BARROCA,エドゥアルド バロカ,爱德华多·巴罗卡,TRUE,69,,,A. JABOR,アミル ジャボル,阿米尔顿·雅博尔,PES2021,PES2020,,,,,
101907,232979,364051,495123,144,Argentine,‒,‒,Patricio Alejandro Camps,P. CAMPS,1/22/1972,587931,,,,,FALSE,64,,,A. LEOZ,アレッシュ レオス,,,PES2020,,,,,
101908,232980,364052,495124,13,Japanese,‒,‒,Kazuaki Yoshinaga,,3/17/1968,475967,吉永 一明,K. YOSHINAGA,吉永 一明,,TRUE,62,,,,,,,PES2020,PES2019,,,,
101909,232981,364053,495125,197,Belgian,‒,‒,Franky Van der Elst,,4/30/1961,114760,,F. VAN DER ELST,F. ファン デル エルスト,,TRUE,69,,,,,,,PES2020,PES2019,,,,
101910,232982,364054,495126,197,Belgian,‒,‒,José Jeunechamps,,5/2/1967,351401,,J. JEUNECHAMPS,ジョゼ ジュヌシャン,,TRUE,67,,,,,,,PES2020,PES2019,,,,
101912,232984,364056,495128,151,Peruvian,‒,‒,Víctor Manuel Reyes Condori,,9/18/1977,24186,,V. REYES,ヴィクトル レジェス,,TRUE,64,,,,,,,PES2020,PES2019,,,,
101913,232985,364057,495129,144,Argentine,‒,‒,Sergio Gómez,,,302212,,S. GÓMEZ,セルヒオ ゴメス,,TRUE,70,,,,,,,,PES2019,,,,
101915,232987,364059,495131,36,Thai,‒,‒,Pittaya Naisupap,,,441001,พิทยา นัยสุภาพ,P. NAISUPAP,ピッターヤ ナイスパップ,皮塔亚·奈苏帕普,TRUE,58,,,,,,,PES2020,,,,,
101916,232988,364060,495132,190,Turkish,‒,‒,Ali Ravci,,1/1/1973,486002,,A. RAVCI,"アリ ラヴジ
アリ ラヴジュ",,TRUE,66,,,,,,,PES2020,PES2019,,,,
101917,232989,364061,495133,203,Danish,‒,‒,Flemming Steen Pedersen,,9/2/1947,240660,,F. PEDERSEN,"フレミング ペデルセン
フレミング ピーダスン",弗莱明·佩德森,TRUE,69,,,,,,PES2021,PES2020,PES2019,,,,
101918,232990,364062,495134,13,Japanese,‒,‒,Yoshiyuki Shinoda,,6/18/1971,196305,篠田 善之,Y. SHINODA,篠田 善之,,TRUE,68,,,,,,,PES2020,PES2019,,,,
101919,232991,364063,495135,190,Turkish,‒,‒,Ilyas Öztürk,,1/20/1969,519370,,"I. ÖZTÜRK
İ. ÖZTÜRK",イルヤス エズテュルク,,TRUE,64,,,,,,,PES2020,PES2019,,,,
101920,232992,364064,495136,36,Thai,‒,‒,Alongkorn Thong-aum,A. THONG-AUM,,610861,อลงกรณ์ ทองอ่ำ,A. THONGAUM,アロンコーン トーンガウム,阿隆功·通高姆,TRUE,64,,,,,,PES2021,PES2020,,,,,
101921,232993,364065,495137,7,Chinese,‒,‒,Xie Feng,,4/9/1966,330394,"谢峰
謝峰",XIE FENG,シェ フォン,谢峰,TRUE,65,,,,,,PES2021,,,,,,
101922,232994,364066,495138,208,French,‒,‒,Christian Caminiti,C. CAMINITI,9/18/1959,611239,,,,,FALSE,66,,,T. SAINT SAENS,トム サン サーンス,,,,PES2019,,,,
101923,232995,364067,495139,36,Thai,‒,‒,Nopphorn Eksatra,N. EKSATRA,,610865,นพพร เอกศาสตรา,N. EKSATRA,ノッポーン エクサトラ,诺蓬·埃萨达,TRUE,59,,,C. MAWBY,キャロル モービー,,,PES2020,,,,,
101924,232996,364068,495140,225,Northern Irish,‒,‒,James McPake,,6/24/1984,38562,,J. MCPAKE,ジェイムズ マクペイク,,TRUE,58,,,,,,,,PES2019,,,,
101928,233000,364072,495144,203,Danish,‒,‒,Michael Hemmingsen,,10/2/1967,136272,,M. HEMMINGSEN,ミケール ヘミングスン,,TRUE,67,,,,,,PES2021,,,,,,
101929,233001,364073,495145,204,English,‒,‒,Lee David Bowyer,L. BOWYER,1/3/1977,2719,,,,,FALSE,63,,,J. FLAMSTEED,ジェロボーム フラムスティード,杰罗博安·弗拉姆斯蒂德,PES2021,PES2020,,,,,
101931,233003,364075,495147,203,Danish,‒,‒,Michael Hansen,,9/22/1971,254312,,M. HANSEN,ミハエル ハンセン,,TRUE,67,,,,,,,PES2020,,,,,
101933,233005,364077,495149,236,Spanish,‒,‒,Sergio Rodríguez Martínez,SERGIO RODRÍGUEZ,7/26/1978,58760,,,,,FALSE,65,,,F. PORTILLE,フォンシ ポルティージェ,丰西·波尔蒂列,PES2021,,,,,,
101934,233006,364078,495150,236,Spanish,‒,‒,Borja Jiménez Sáez,B. JIMÉNEZ,1/21/1985,427210,,,,,FALSE,65,,,C. SALDIEZ,カシミーロ サルディエス,卡西米罗·萨尔迭斯,PES2021,PES2020,,,,,
101936,233008,364080,495152,232,Scottish,‒,‒,Robbie Neilson,,6/19/1980,844,,R. NEILSON,ロビー ニールソン,,TRUE,60,,,,,,PES2021,,,,,,
101937,233009,364081,495153,190,Turkish,‒,‒,Murat Sönmez,,12/28/1965,507278,,M. SÖNMEZ,ムラト センメズ,姆拉特·森梅兹,TRUE,69,,,,,,PES2021,,,,,,
101938,233010,364082,495154,230,Russian,‒,‒,Aleksandr Vitalyevich Grigoryan,,9/28/1966,184482,"Ալեքսանդր Գրիգորյան Վիտալի
Александр Витальевич Григорян",A. GRIGORYAN,アレクサンドル グリゴリアン,亚历山大·格里戈良,TRUE,55,,,,,,,PES2020,,,,,
101939,233011,364083,495155,215,Italian,‒,‒,Fabio Caserta,,9/24/1978,4428,,F. CASERTA,ファビオ カゼルタ,法比奥·卡塞尔塔,TRUE,70,,,H. LONATI,フリスト ロナーティ,赫里斯托·洛纳蒂,PES2021,PES2020,,,,,
101941,233013,364085,495157,92,Tunisian,‒,‒,Mehdi Ben Sadok Nafti,M. NAFTI,11/28/1978,524,مهدي بن صدوق النفطي,,,,FALSE,65,,,A. ZIAD,アナス ジアド,阿纳斯·齐亚德,PES2021,,,,,,
101943,233015,364087,495159,230,Russian,‒,‒,Aleksandr Vasilyevich Tochilin,,4/27/1974,6425,Александр Васильевич Точилин,A. TOCHILIN,アレクサンデル トチリン,亚历山大·托奇林,TRUE,68,,,,,,,PES2020,,,,,
101944,233016,364088,495160,236,Spanish,‒,‒,Óscar Rubén Fernández Romero,Ó. FERNÁNDEZ,9/28/1974,203540,,,,,FALSE,68,,,S. MALATZ,サンチョ マラッツ,,,PES2020,,,,,
101946,233018,364090,495162,203,Danish,‒,‒,Christian Nielsen,,1/9/1974,599140,,C. NIELSEN,"クリスティアン ニールセン
クレスチャン ニルスン",克里斯蒂安·尼尔森,TRUE,65,,,,,,PES2021,PES2020,,,,,
101948,233020,364092,495164,204,English,‒,‒,Graeme Anthony Jones,G. JONES,3/13/1970,304295,,,,,FALSE,65,,,F. SHELLEY,フレイザー シェリー,弗雷泽·谢利,,PES2020,,,,,
101949,233021,364093,495165,215,Italian,‒,‒,Angelo Adamo Gregucci,A. GREGUCCI,6/10/1964,224423,,,,,FALSE,64,,,A. SINOPORI,アンニバーレ シノーポリ,,,PES2020,,,,,
101950,233022,364094,495166,238,Swiss,‒,‒,Patrick Rahmen,,4/3/1969,304370,,P. RAHMEN,パトリック ラーメン,,TRUE,67,,,,,,PES2021,,,,,,
101952,233024,364096,495168,215,Italian,‒,‒,Alessio Dionisi,,4/1/1980,172074,,A. DIONISI,アレッシオ ディオニージ,阿莱西奥·迪奥尼西,TRUE,66,,,L. GIANELLA,レオーネ ジアネッラ,,PES2021,PES2020,,,,,
101954,233026,364098,495170,190,Turkish,‒,‒,Yücel İldiz,,6/4/1953,154388,,Y. İLDİZ,ユジェル イルディズ,于杰尔·伊尔迪兹,TRUE,69,,,,,,,PES2020,,,,,
101956,233028,364100,495172,236,Spanish,‒,‒,Baldomero 'Mere' Hermoso Herrera,MERE,3/15/1975,409309,,,,,FALSE,66,,,B. CORONADO,ベルナルド コロナド,贝尔纳多·科罗纳多,PES2021,PES2020,,,,,
101957,233029,364101,495173,236,Spanish,‒,‒,Jon Andoni 'Bolo' Pérez Alonso,BOLO,3/5/1974,411372,,,,,FALSE,66,,,L. NOZAL,ルイス ペレス ノサル,路易斯-佩莱斯·诺萨尔,PES2021,PES2020,,,,,
101961,233033,364105,495177,202,Czech,‒,‒,Michal Horňák,,4/28/1970,304400,,M. HORŇÁK,ミハル ホルニャク,,TRUE,66,,,,,,,PES2020,,,,,
101963,233035,364107,495179,236,Spanish,‒,‒,Iván Ania Cadavieco,I. ANIA,10/24/1977,308866,,,,,FALSE,66,,,J. MONSARVACHE,ホセ エミリオ モンサルバチェ,何塞-艾米略·蒙萨尔瓦舍,,PES2020,,,,,
101964,233036,364108,495180,144,Argentine,‒,‒,Walter Fiori,W. FIORI,1/19/1961,597103,,,,,FALSE,64,,,B. TOLDRA,ベニート トルドラ,贝尼托·托尔德拉,,PES2020,,,,,
101965,233037,364109,495181,148,Colombian,‒,‒,Alejandro Restrepo Mazo,,1/30/1982,612390,,A. RESTREPO,アレハンドロ レストレポ,亚历杭德罗·雷斯特雷波,TRUE,64,,,,,,PES2021,,,,,,
101967,233039,364111,495183,215,Italian,‒,‒,Vincenzo Italiano,,12/10/1977,4721,,V. ITALIANO,ヴィンチェンツォ イタリアーノ,温琴佐·伊塔利亚诺,TRUE,65,,,E. BUZZEGOLI,エミーリオ ブッツェゴーリ,埃米利奥·布泽戈利,PES2021,PES2020,,,,,
101969,233041,364113,495185,146,Brazilian,‒,‒,Sylvio 'Sylvinho' Mendes Campos Júnior,SYLVINHO,4/12/1974,2988,,,,,FALSE,72,,,D. MONTORO,ダド モントロ,达多·蒙托罗,,PES2020,,,,,
101970,233042,364114,495186,228,Portuguese,‒,‒,Fernando Manuel 'Nandinho' de Jesus Santos,,3/17/1973,410721,,NANDINHO,ナンディーニョ,,TRUE,65,,,T. MARCONE,タンクレド マルコーニ,坦克雷多·马尔科内,PES2021,PES2020,,,,,
101971,233043,364115,495187,224,Dutch,‒,‒,Sjors Ultee,S. ULTEE,5/23/1987,614516,,,,,FALSE,70,,,J. DE HAAN,イェズス デ ハーン,耶祖斯·德哈恩,PES2021,PES2020,,,,,
101972,233044,364116,495188,13,Japanese,‒,‒,Kiyokazu Kudo,,6/21/1974,33326,久藤 清一,K. KUDO,久藤 清一,,TRUE,60,,,,,,,PES2020,,,,,
101973,233045,364117,495189,236,Spanish,‒,‒,Josep 'Pep' Clotet Ruiz,PEP CLOTET,4/27/1977,174426,,,,,FALSE,69,,,F. IPARRAGUIRE,フランク イパラギーレ,弗兰克·伊帕拉格尔,PES2021,PES2020,,,,,
101974,233046,364118,495190,80,Nigerian,‒,‒,Adebayo Gbadebo,,5/30/1974,485419,,A. GBADEBO,アデバヨ グバデボ,阿德巴约·格巴德波,TRUE,62,,,,,,PES2021,PES2020,,,,,
101975,233047,364119,495191,36,Thai,‒,‒,Sasom Pobprasert,,10/10/1967,287737,สะสม พบประเสริฐ,S. POBPRASERT,サソム ポップラスー,萨松·波巴塞,TRUE,63,,,,,,PES2021,PES2020,,,,,
101976,233048,364120,495192,112,Costa Rican,‒,‒,Alexandre Henrique Borges Guimarães,,11/7/1959,82718,,A. GUIMARÃES,アレクサンドレ ギマランイス,亚历山大·吉马良斯,TRUE,69,,,M. VERT,マテオ ベルト,,PES2021,PES2020,,,,,
101977,233049,364121,495193,204,English,‒,‒,Jonathan Simon Woodgate,J. WOODGATE,1/22/1980,3000,,,,,FALSE,65,,,C. BARLOW,カール バーロウ,卡尔·巴洛,PES2021,PES2020,,,,,
101979,233051,364123,495195,225,Northern Irish,‒,‒,Grant Samuel McCann,G. MCCANN,4/14/1980,15981,,,,,FALSE,65,,,S. BARDSLEY,ソール バーズリー,索尔·巴兹利,PES2021,PES2020,,,,,
101980,233052,364124,495196,152,Uruguayan,‒,‒,Alexander Jesús Medina Reobasco,,8/8/1978,65385,,A. MEDINA,アレクサンデル メディナ,亚历山大·梅迪纳,TRUE,69,,,,,,PES2021,PES2020,,,,,
101981,233053,364125,495197,13,Japanese,‒,‒,Tetsuya Murayama,,10/20/1974,614798,村山 哲也,T. MURAYAMA,村山 哲也,村山哲也,TRUE,64,,,,,,,PES2020,,,,,
101982,233054,364126,495198,215,Italian,‒,‒,Angelo Alessio,,4/29/1965,276086,,A. ALESSIO,アンジェロ アレッシオ,安杰洛阿莱西奥,TRUE,67,,,,,,,PES2020,,,,,
101983,233055,364127,495199,241,Welsh,‒,‒,Steven 'Steve' David Cooper,S. COOPER,12/10/1979,422459,,,,,FALSE,71,,,O. HAMBRO,オズウェル ハンブロ,奥斯韦尔·汉布罗,PES2021,PES2020,,,,,
101984,233056,364128,495200,230,Russian,‒,‒,Roman Sergeyevich Sharonov,,9/8/1976,26198,Роман Сергеевич Шаронов,R. SHARONOV,ロマン シャロノフ,,TRUE,69,,,,,,,PES2020,,,,,
101986,233058,364130,495202,197,Belgian,‒,‒,Vincent Jean Mpoy Kompany,,4/10/1986,1998,,V. KOMPANY,ヴァンサン コンパニ,樊尚·孔帕尼,TRUE,64,,,,,,PES2021,PES2020,,,,,
101987,233059,364131,495203,144,Argentine,‒,‒,Pablo Javier Garabello,P. GARABELLO,9/27/1973,614752,,,,,FALSE,64,,,M. BOUZON,マウロ ボウソン,,,PES2020,,,,,
101988,233060,364132,495204,148,Colombian,‒,‒,Pedro Enrique Sarmiento Solís,P. SARMIENTO,10/26/1956,198934,,,,,FALSE,68,,,M. BELAUSTEGUI,マルティネス ベラウステギ,,,PES2020,,,,,
101989,233061,364133,495205,236,Spanish,‒,‒,Gonzalo Manuel García García,G. GARCÍA,10/13/1983,2292,,,,,FALSE,69,,,C. MONTOYA,セサル モントーヤ,塞萨尔·蒙托亚,PES2021,PES2020,,,,,
101991,233063,364135,495207,208,French,‒,‒,Laurent Batlles,L. BATLLES,9/23/1975,1301,,,,,FALSE,64,,,N. FREMONT,ナタニエル フレモン,纳塔涅尔·弗雷蒙,PES2021,PES2020,,,,,
101992,233064,364136,495208,210,German,‒,‒,Bernd Hollerbach,,12/8/1969,348893,,B. HOLLERBACH,ベルント ホラーバッハ,贝恩德·霍勒巴赫,TRUE,67,,,,,,PES2021,PES2020,,,,,
101993,233065,364137,495209,203,Danish,‒,‒,Niels Frederiksen,,9/11/1968,136271,,N. FREDERIKSEN,"ニールス フレデリクセン
ニルス フレズレクスン",涅尔斯·弗雷德里克森,TRUE,68,,,,,,PES2021,PES2020,,,,,
101994,233066,364138,495210,144,Argentine,‒,‒,José Marcelo Vivas,,2/8/1966,265151,,M. VIVAS,マルセロ ビバス,马塞洛·比瓦斯,TRUE,65,,,,,,PES2021,PES2020,,,,,
101995,233067,364139,495211,146,Brazilian,‒,‒,Fabian 'Bolívar' Guedes,,8/16/1980,3126,,BOLÍVAR,"ボリバル
ボリーヴァル",博利瓦尔,TRUE,69,,,,,,,PES2020,,,,,
101996,233068,364140,495212,236,Spanish,‒,‒,Andoni Iraola Sagarna,A. IRAOLA,6/22/1982,555419,,,,,FALSE,65,,,G. ODRIOZOLA,ガスパール オドリオソラ,加斯帕尔·奥德里奥索拉,PES2021,PES2020,,,,,
101997,233069,364141,495213,202,Czech,‒,‒,Václav Jílek,,5/16/1976,244244,,V. JÍLEK,ヴァツラフ イレク,瓦克拉夫·吉雷克,TRUE,65,,,,,,,PES2020,,,,,
101998,233070,364142,495214,150,Paraguayan,‒,‒,Gustavo Atilano Florentín Morínigo,G. FLORENTÍN,6/30/1978,427533,,,,,FALSE,69,,,M. PUIGCORBE,ミケル プイグコルベ,迈克尔·普伊格科尔维,PES2021,PES2020,,,,,
101999,233071,364143,495215,214,Irish,‒,‒,James 'Jim'  Michael Goodwin,,11/20/1981,50968,,J. GOODWIN,ジム グッドウィン,吉姆·古德温,TRUE,64,,,,,,PES2021,PES2020,,,,,
102000,233072,364144,495216,238,Swiss,‒,‒,Joël Patrick Magnin,,5/31/1971,572196,,J. MAGNIN,ジョエル マニン,若埃尔·芒宁,TRUE,65,,,,,,PES2021,PES2020,,,,,
102001,233073,364145,495217,236,Spanish,‒,‒,Docampo Eduardo Aldama,,5/26/1974,617368,,EDUARDO DOCAMPO,エドゥアルド ドカンポ,爱德华多·多坎波,TRUE,69,,,,,,,PES2020,,,,,
102002,233074,364146,495218,13,Japanese,‒,‒,Hideki Nagai,,1/26/1971,338675,永井 秀樹,H. NAGAI,永井 秀樹,,TRUE,58,,,,,,PES2021,PES2020,,,,,
102003,233075,364147,495219,241,Welsh,‒,‒,Simon Ithel Davies,,4/23/1974,493772,,S. DAVIES,サイモン デイヴィーズ,西蒙·戴维斯,TRUE,65,,,,,,,PES2020,,,,,
102004,233076,364148,495220,228,Portuguese,‒,‒,João Pedro Ramos Borges Sousa,,8/4/1971,471271,,J. PEDRO SOUSA,ジョアン ペドロ ソウザ,若昂·佩德罗·索萨,TRUE,69,,,,,,PES2021,PES2020,,,,,
102006,233078,364150,495222,147,Chilean,‒,‒,Héctor Hernán Caputto Gómez,,10/6/1974,21745,,H. CAPUTTO,エクトル カプット,埃克托·卡普托,TRUE,59,,,,,,PES2021,PES2020,,,,,
102008,233080,364152,495224,215,Italian,‒,‒,Luciano Zauri,,1/20/1978,4055,,L. ZAURI,ルチアーノ ザウリ,卢恰诺·扎乌里,TRUE,65,,,M. VIANELLO,マノロ ヴィアネロ,,,PES2020,,,,,
102009,233081,364153,495225,215,Italian,‒,‒,Paolo Zanetti,,12/16/1982,4458,,P. ZANETTI,パオロ ザネッティ,保罗·扎内蒂,TRUE,65,,,O. DOLCE,オノフリオ ドルチェ,,PES2021,PES2020,,,,,
102010,233082,364154,495226,235,Slovene,‒,‒,Luka Elsner,,8/2/1982,310061,,L. ELSNER,ルカ エルスネル,卢卡·埃尔斯内,TRUE,72,,,I. ALEKSIC,イオンナ アレクシッチ,约恩纳·阿列克西奇,PES2021,PES2020,,,,,
102011,233083,364155,495227,190,Turkish,‒,‒,Aykan Atik,,12/28/1971,393523,,A. ATİK,アイカン アティク,艾坎·阿蒂克,TRUE,65,,,,,,,PES2020,,,,,
102015,233087,364159,495231,208,French,‒,‒,Stéphane Jobard,S. JOBARD,2/22/1971,166879,,,,,FALSE,71,,,A. VERLEY,アシル ヴェルレー,阿希尔·韦尔莱,PES2021,PES2020,,,,,
102016,233088,364160,495232,215,Italian,‒,‒,Francesco Baldini,,3/14/1974,37154,,F. BALDINI,フランチェスコ バルディーニ,弗朗切斯科·巴尔迪尼,TRUE,67,,,P. MOSELE,パリス モゼーレ,,,PES2020,,,,,
102017,233089,364161,495233,144,Argentine,‒,‒,Alejandro Javier Patalano,,2/6/1987,323429,,J. PATALANO,ハビエル パタラーノ,哈维尔·帕塔拉诺,TRUE,69,,,,,,,PES2020,,,,,
102018,233090,364162,495234,239,Ukrainian,‒,‒,Oleksiy Oleksandrovych Mykhaylychenko,,3/30/1963,230888,Олексій Олександрович Михайличенко,MYKHAYLYCHENKO,アレクセイ ミハイリチェンコ,奥列克西·米海利琴科,TRUE,73,,,,,,PES2021,PES2020,,,,,
102019,233091,364163,495235,146,Brazilian,‒,‒,Thiago Carpini Barbosa,THIAGO CARPINI,7/16/1984,74748,,,,,FALSE,58,,,"A. GARIBALDI
F. PEIXOTO","アゴスティーニョ ガリバウジ
フロレスタン ペイショト",阿戈什蒂纽·加里巴尔迪,PES2021,,,,,,
